Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6/13/2017 19:48,6/13/2017 20:00,718,University Ave & 57th St,Cottage Grove Ave & 47th St,Subscriber,Male,1965
6/17/2017 13:26,6/17/2017 13:45,1135,Dusable Harbor,Streeter Dr & Grand Ave,Customer,,
6/7/2017 12:56,6/7/2017 12:58,102,Clinton St & Lake St,Clinton St & Madison St,Subscriber,Male,1978
5/3/2017 14:54,5/3/2017 15:07,817,Franklin St & Jackson Blvd,Lake Shore Dr & Monroe St,Customer,,
6/24/2017 10:11,6/24/2017 10:18,408,Clark St & Elm St,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1994
2/5/2017 9:24,2/5/2017 9:39,930,Sedgwick St & North Ave,Kingsbury St & Kinzie St,Subscriber,Male,1950
5/26/2017 12:38,5/26/2017 12:42,230,Loomis St & Lexington St,Hermitage Ave & Polk St,Subscriber,Male,1978
6/7/2017 17:38,6/7/2017 17:55,1066,Morgan St & Lake St,Morgan St & 18th St,Subscriber,Male,1979
1/12/2017 19:25,1/12/2017 19:51,1570,State St & Kinzie St,Stockton Dr & Wrightwood Ave,Subscriber,Male,1974
4/15/2017 13:36,4/15/2017 13:53,1033,Sheffield Ave & Willow St,Southport Ave & Clybourn Ave,Subscriber,Male,1964
6/20/2017 20:11,6/20/2017 20:23,721,Lake Shore Dr & Ohio St,Michigan Ave & Lake St,Subscriber,Male,1990
6/20/2017 17:53,6/20/2017 17:58,309,Washtenaw Ave & Lawrence Ave,Kedzie Ave & Leland Ave,Subscriber,Male,1973
6/8/2017 7:43,6/8/2017 7:55,702,Eckhart Park,Clark St & Randolph St,Subscriber,Male,1972
6/17/2017 19:25,6/17/2017 20:13,2886,Ashland Ave & Lake St,Green St & Randolph St,Subscriber,Female,1964
1/24/2017 17:41,1/24/2017 17:45,257,Franklin St & Chicago Ave,Clark St & Elm St,Subscriber,Male,1995
1/26/2017 13:17,1/26/2017 13:45,1692,Adler Planetarium,Millennium Park,Subscriber,Female,1992
5/30/2017 17:55,5/30/2017 18:06,648,Kingsbury St & Kinzie St,Canal St & Adams St,Subscriber,Male,1994
6/23/2017 11:06,6/23/2017 11:13,415,LaSalle St & Jackson Blvd,Michigan Ave & Madison St,Subscriber,Male,1970
5/20/2017 12:30,5/20/2017 12:37,444,Broadway & Cornelia Ave,Lake Shore Dr & Belmont Ave,Subscriber,Male,1990
2/15/2017 6:57,2/15/2017 7:07,579,Rush St & Hubbard St,Franklin St & Quincy St,Subscriber,Male,1986
6/25/2017 12:52,6/25/2017 13:00,490,Halsted St & Wrightwood Ave,Bissell St & Armitage Ave,Customer,,
5/15/2017 8:22,5/15/2017 8:28,335,Shore Dr & 55th St,Lake Park Ave & 56th St,Subscriber,Male,1966
6/1/2017 17:56,6/1/2017 18:07,686,Burnham Harbor,Adler Planetarium,Subscriber,Male,1993
6/25/2017 15:40,6/25/2017 16:11,1860,Streeter Dr & Grand Ave,Burnham Harbor,Subscriber,Female,1990
4/10/2017 12:07,4/10/2017 12:14,381,Southport Ave & Wrightwood Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1992
1/31/2017 8:18,1/31/2017 8:30,716,Federal St & Polk St,Canal St & Madison St,Subscriber,Male,1985
3/31/2017 19:11,3/31/2017 19:18,461,Damen Ave & Cortland St,Damen Ave & Pierce Ave,Subscriber,Male,1989
5/31/2017 21:05,5/31/2017 21:24,1125,Orleans St & Merchandise Mart Plaza,Damen Ave & Pierce Ave,Subscriber,Male,1977
5/17/2017 17:31,5/17/2017 17:40,509,Sheridan Rd & Irving Park Rd,Montrose Harbor,Subscriber,Male,1984
2/20/2017 15:07,2/20/2017 15:18,681,Ada St & Washington Blvd,Wolcott Ave & Polk St,Subscriber,Male,1992
6/24/2017 12:26,6/24/2017 12:43,1020,Wabash Ave & Grand Ave,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1993
5/15/2017 17:43,5/15/2017 17:51,477,Michigan Ave & Washington St,Clinton St & Washington Blvd,Subscriber,Male,1986
6/14/2017 17:05,6/14/2017 17:15,617,Wabash Ave & Adams St,Orleans St & Ohio St,Subscriber,Male,1985
6/15/2017 18:08,6/15/2017 18:15,431,Columbus Dr & Randolph St,Dearborn St & Monroe St,Subscriber,Male,1973
6/9/2017 13:48,6/9/2017 14:06,1071,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Subscriber,Male,1991
2/3/2017 17:58,2/3/2017 18:06,477,State St & Kinzie St,Clark St & Congress Pkwy,Subscriber,Male,1977
4/18/2017 6:35,4/18/2017 6:38,198,Clinton St & Washington Blvd,LaSalle St & Washington St,Subscriber,Male,1959
6/4/2017 12:37,6/4/2017 12:44,445,Larrabee St & Division St,Rush St & Cedar St,Subscriber,Female,1990
4/21/2017 15:40,4/21/2017 15:44,275,Marion St & South Blvd,Forest Ave & Chicago Ave,Subscriber,Male,1975
3/7/2017 18:17,3/7/2017 18:26,529,Ellis Ave & 58th St,Shore Dr & 55th St,Subscriber,Female,1987
3/7/2017 14:34,3/7/2017 14:41,419,Clinton St & Roosevelt Rd,Morgan St & 18th St,Subscriber,Male,1981
6/21/2017 16:31,6/21/2017 16:39,502,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1979
6/11/2017 11:51,6/11/2017 12:09,1108,Michigan Ave & 14th St,Adler Planetarium,Subscriber,Female,1981
5/24/2017 9:12,5/24/2017 9:24,722,Racine Ave (May St) & Fulton St,Franklin St & Monroe St,Subscriber,Male,1985
5/22/2017 12:59,5/22/2017 13:06,464,Orleans St & Elm St (*),Clark St & Elm St,Subscriber,Female,1953
4/15/2017 18:42,4/15/2017 19:59,4617,Broadway & Belmont Ave,State St & Kinzie St,Customer,,
6/18/2017 11:56,6/18/2017 12:03,428,Leavitt St & Armitage Ave,Marshfield Ave & Cortland St,Subscriber,Male,1985
1/26/2017 19:06,1/26/2017 19:18,742,Eckhart Park,Ashland Ave & Lake St,Subscriber,Male,1961
4/25/2017 9:26,4/25/2017 9:38,692,Halsted St & Diversey Pkwy,Sheridan Rd & Montrose Ave,Subscriber,Male,1984
3/10/2017 8:21,3/10/2017 8:23,143,Damen Ave & Division St,Ashland Ave & Division St,Subscriber,Male,1991
6/27/2017 18:53,6/27/2017 18:58,280,Larrabee St & Webster Ave,Larrabee St & Webster Ave,Subscriber,Female,1993
6/4/2017 12:51,6/4/2017 13:02,637,Broadway & Barry Ave,Greenview Ave & Diversey Pkwy,Subscriber,Male,1992
2/28/2017 13:13,2/28/2017 13:23,573,Orleans St & Merchandise Mart Plaza,State St & Van Buren St,Subscriber,Male,1969
6/23/2017 15:03,6/23/2017 15:26,1404,Wells St & Concord Ln,Broadway & Waveland Ave,Subscriber,Male,1975
1/31/2017 18:06,1/31/2017 18:11,274,Damen Ave & Pierce Ave,Damen Ave & Augusta Blvd,Subscriber,Male,1988
4/24/2017 17:52,4/24/2017 17:58,382,Halsted St & Diversey Pkwy,Broadway & Cornelia Ave,Subscriber,Male,1990
6/2/2017 7:33,6/2/2017 7:44,658,Wabash Ave & Grand Ave,Clinton St & Washington Blvd,Subscriber,Female,1993
4/27/2017 22:17,4/27/2017 22:24,378,Green St & Randolph St,Carpenter St & Huron St,Subscriber,Male,1968
3/28/2017 17:31,3/28/2017 17:36,335,Marshfield Ave & Cortland St,Western Ave & Winnebago Ave,Subscriber,Female,1986
5/22/2017 16:32,5/22/2017 16:41,493,Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 55th St,Subscriber,Female,1953
4/27/2017 14:56,4/27/2017 14:58,168,Kingsbury St & Erie St,Larrabee St & Kingsbury St,Subscriber,Male,1989
1/5/2017 7:56,1/5/2017 7:59,161,Damen Ave & Division St,Damen Ave & Pierce Ave,Subscriber,Male,1987
4/1/2017 10:57,4/1/2017 11:02,280,Sedgwick St & Webster Ave,Halsted St & Dickens Ave,Subscriber,Male,1968
2/11/2017 12:38,2/11/2017 12:53,899,Ravenswood Ave & Balmoral Ave,Clarendon Ave & Leland Ave,Subscriber,Male,1990
5/13/2017 17:06,5/13/2017 17:38,1885,Montrose Harbor,Sedgwick St & Webster Ave,Subscriber,Female,1986
1/21/2017 13:31,1/21/2017 13:43,724,Field Blvd & South Water St,Streeter Dr & Grand Ave,Customer,,
2/13/2017 7:56,2/13/2017 8:04,474,Western Ave & Walton St,Wood St & Division St,Subscriber,Male,1976
5/23/2017 18:23,5/23/2017 18:31,443,Kingsbury St & Kinzie St,Sangamon St & Washington Blvd (*),Subscriber,Male,1989
5/7/2017 17:18,5/7/2017 17:23,335,Shedd Aquarium,Adler Planetarium,Customer,,
6/11/2017 11:35,6/11/2017 12:01,1548,Western Ave & Winnebago Ave,Paulina Ave & North Ave,Customer,,
4/23/2017 18:20,4/23/2017 18:27,407,Ashland Ave & Belle Plaine Ave,Lincoln Ave & Waveland Ave,Subscriber,Male,1987
4/13/2017 15:46,4/13/2017 15:55,539,Rush St & Hubbard St,Clinton St & Washington Blvd,Subscriber,Male,1955
5/18/2017 0:59,5/18/2017 1:09,594,Western Ave & Division St,California Ave & Division St,Customer,,
4/16/2017 18:17,4/16/2017 18:31,836,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,Subscriber,Male,1989
6/11/2017 12:04,6/11/2017 12:13,526,Clinton St & Roosevelt Rd,Indiana Ave & Roosevelt Rd,Subscriber,Male,1990
5/17/2017 19:28,5/17/2017 19:41,745,Broadway & Belmont Ave,Broadway & Sheridan Rd,Subscriber,Female,1992
2/15/2017 17:42,2/15/2017 17:51,555,Orleans St & Merchandise Mart Plaza,Green St & Randolph St,Subscriber,Male,1982
6/20/2017 6:34,6/20/2017 6:47,736,Clinton St & Washington Blvd,Streeter Dr & Grand Ave,Subscriber,Male,1959
4/17/2017 15:43,4/17/2017 15:54,644,Kingsbury St & Kinzie St,Streeter Dr & Grand Ave,Subscriber,Male,1952
3/15/2017 18:21,3/15/2017 18:41,1190,Wood St & Milwaukee Ave,Troy St & Elston Ave,Subscriber,Male,1982
5/14/2017 9:41,5/14/2017 10:13,1918,Lake Shore Dr & Ohio St,Larrabee St & Division St,Customer,,
6/25/2017 22:01,6/25/2017 22:28,1636,Milwaukee Ave & Wabansia Ave,Drake Ave & Fullerton Ave,Customer,,
4/18/2017 17:55,4/18/2017 18:08,764,Milwaukee Ave & Grand Ave,Fairbanks Ct & Grand Ave,Subscriber,Male,1987
5/23/2017 7:42,5/23/2017 7:51,565,Clinton St & Lake St,Larrabee St & Kingsbury St,Subscriber,Male,1960
5/4/2017 7:34,5/4/2017 7:43,524,Kedzie Ave & Palmer Ct,Keystone Ave & Fullerton Ave,Subscriber,Male,1988
4/28/2017 7:14,4/28/2017 7:22,473,Spaulding Ave & Division St,Kedzie Ave & Lake St,Subscriber,Male,1987
4/30/2017 10:54,4/30/2017 11:04,625,Troy St & North Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Female,1981
4/28/2017 12:40,4/28/2017 12:42,121,Sheffield Ave & Waveland Ave,Broadway & Waveland Ave,Subscriber,Male,1992
5/31/2017 18:00,5/31/2017 18:19,1126,Clark St & Schreiber Ave,Broadway & Berwyn Ave,Subscriber,Female,1968
4/16/2017 12:33,4/16/2017 12:55,1341,Michigan Ave & Washington St,Dusable Harbor,Customer,,
2/19/2017 12:09,2/19/2017 12:57,2854,Dusable Harbor,Buckingham Fountain,Customer,,
3/13/2017 16:35,3/13/2017 16:43,484,Ada St & Washington Blvd,Desplaines St & Kinzie St,Subscriber,Male,1986
3/24/2017 10:55,3/24/2017 11:01,334,Wacker Dr & Washington St,LaSalle St & Jackson Blvd,Subscriber,Male,1961
5/27/2017 10:32,5/27/2017 10:43,633,Lake Park Ave & 53rd St,Ellis Ave & 60th St,Subscriber,Male,1987
1/1/2017 9:13,1/1/2017 9:25,711,Rush St & Superior St,Clark St & Schiller St,Subscriber,Female,1957
5/13/2017 15:02,5/13/2017 15:29,1601,Wells St & Concord Ln,Sheffield Ave & Waveland Ave,Customer,,
6/23/2017 16:41,6/23/2017 16:56,893,Franklin St & Chicago Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1963
6/4/2017 14:18,6/4/2017 14:28,605,Pine Grove Ave & Irving Park Rd,Montrose Harbor,Customer,,
2/19/2017 20:00,2/19/2017 20:01,97,Campbell Ave & Fullerton Ave,Campbell Ave & Fullerton Ave,Customer,,
5/24/2017 6:35,5/24/2017 6:48,811,Clinton St & Washington Blvd,St. Clair St & Erie St,Subscriber,Female,1989
5/9/2017 11:37,5/9/2017 11:39,109,Calumet Ave & 21st St,McCormick Place,Subscriber,Male,1982
3/8/2017 6:16,3/8/2017 6:19,178,Jefferson St & Monroe St,Clinton St & Tilden St,Subscriber,Male,1982
5/19/2017 8:29,5/19/2017 8:34,274,LaSalle St & Illinois St,Wacker Dr & Washington St,Subscriber,Male,1989
6/21/2017 19:17,6/21/2017 19:24,368,Damen Ave & Division St,Damen Ave & Augusta Blvd,Subscriber,Female,1987
4/25/2017 21:54,4/25/2017 22:02,471,Wells St & Elm St,Dayton St & North Ave,Subscriber,Female,1990
2/22/2017 11:22,2/22/2017 11:29,435,Campbell Ave & Fullerton Ave,Western Ave & Winnebago Ave,Subscriber,Male,1990
5/21/2017 20:52,5/21/2017 21:05,770,Buckingham Fountain,Clinton St & Roosevelt Rd,Subscriber,Male,1991
2/1/2017 16:54,2/1/2017 17:19,1528,LaSalle St & Adams St,Damen Ave & Division St,Subscriber,Male,1992
4/19/2017 16:59,4/19/2017 17:05,407,Rockwell St & Eastwood Ave,Francisco Ave & Foster Ave,Subscriber,Male,1978
5/8/2017 14:17,5/8/2017 15:30,4367,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
6/26/2017 13:49,6/26/2017 14:08,1134,Green St & Randolph St,Daley Center Plaza,Customer,,
5/18/2017 16:08,5/18/2017 16:44,2204,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
6/5/2017 12:33,6/5/2017 12:40,463,Michigan Ave & Jackson Blvd,Wabash Ave & Adams St,Customer,,
6/2/2017 9:44,6/2/2017 9:52,497,Hampden Ct & Diversey Pkwy,Southport Ave & Wellington Ave,Subscriber,Female,1984
4/17/2017 18:25,4/17/2017 18:36,697,Wells St & Concord Ln,Clark St & Wrightwood Ave,Subscriber,Male,1989
4/7/2017 21:58,4/7/2017 22:03,304,Clark St & Lincoln Ave,Halsted St & Willow St,Subscriber,Male,1989
1/9/2017 21:07,1/9/2017 21:20,782,Western Ave & Walton St,Western Ave & Winnebago Ave,Subscriber,Male,1956
4/20/2017 17:00,4/20/2017 17:09,521,Franklin St & Jackson Blvd,Columbus Dr & Randolph St,Subscriber,Male,1982
5/22/2017 15:43,5/22/2017 16:12,1742,Lake Shore Dr & Monroe St,Adler Planetarium,Customer,,
4/28/2017 16:34,4/28/2017 16:38,273,Kingsbury St & Kinzie St,Milwaukee Ave & Grand Ave,Subscriber,Male,1993
6/4/2017 10:20,6/4/2017 10:48,1684,Fort Dearborn Dr & 31st St,LaSalle St & Illinois St,Subscriber,Male,1985
6/5/2017 16:15,6/5/2017 16:23,536,Shedd Aquarium,Adler Planetarium,Subscriber,Male,1989
6/24/2017 18:12,6/24/2017 19:45,5603,Field Blvd & South Water St,Michigan Ave & Washington St,Customer,,
2/8/2017 13:37,2/8/2017 13:50,763,Michigan Ave & Pearson St,Desplaines St & Kinzie St,Subscriber,Male,1986
6/15/2017 18:15,6/15/2017 18:19,185,University Ave & 57th St,Woodlawn Ave & 55th St,Subscriber,Male,1999
5/31/2017 18:06,5/31/2017 18:26,1160,Rush St & Cedar St,Ogden Ave & Chicago Ave,Subscriber,Male,1973
5/8/2017 17:59,5/8/2017 18:03,235,Paulina Ave & North Ave,Damen Ave & Cortland St,Subscriber,Male,1972
5/16/2017 8:16,5/16/2017 8:23,467,Milwaukee Ave & Grand Ave,Clinton St & Madison St,Subscriber,Female,1991
6/11/2017 16:45,6/11/2017 16:54,566,State St & Randolph St,Morgan St & Lake St,Subscriber,Female,1984
6/29/2017 13:48,6/29/2017 14:09,1250,Clinton St & Jackson Blvd,Sheffield Ave & Kingsbury St,Subscriber,Male,1968
3/18/2017 13:44,3/18/2017 14:35,3104,Wabash Ave & Roosevelt Rd,Dusable Harbor,Subscriber,Male,1977
6/12/2017 10:06,6/12/2017 10:17,710,LaSalle St & Washington St,Canal St & Harrison St,Subscriber,Female,1966
5/16/2017 21:40,5/16/2017 21:52,742,Dusable Harbor,Buckingham Fountain,Subscriber,Female,1958
6/24/2017 10:02,6/24/2017 10:07,286,Sheffield Ave & Waveland Ave,Broadway & Sheridan Rd,Subscriber,Female,1992
5/14/2017 18:18,5/14/2017 18:32,863,Dusable Harbor,Field Museum,Customer,,
4/14/2017 19:38,4/14/2017 19:46,441,Dearborn St & Monroe St,Kingsbury St & Kinzie St,Subscriber,Male,1954
6/26/2017 8:25,6/26/2017 8:35,595,Michigan Ave & 8th St,Columbus Dr & Randolph St,Subscriber,Male,1959
6/29/2017 5:19,6/29/2017 5:30,629,Francisco Ave & Foster Ave,Campbell Ave & Montrose Ave,Subscriber,Female,1980
6/19/2017 8:25,6/19/2017 8:29,245,Richmond St & Diversey Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1989
3/6/2017 8:07,3/6/2017 8:21,885,Ashland Ave & Division St,Michigan Ave & Lake St,Subscriber,Male,1991
4/5/2017 19:22,4/5/2017 19:30,528,Rush St & Hubbard St,LaSalle St & Jackson Blvd,Subscriber,Male,1993
6/10/2017 0:08,6/10/2017 0:13,292,Orleans St & Ohio St,Franklin St & Lake St,Subscriber,Male,1986
4/21/2017 10:27,4/21/2017 10:32,293,Halsted St & Dickens Ave,Dayton St & North Ave,Subscriber,Male,1978
5/27/2017 11:55,5/27/2017 12:09,872,Lake Shore Dr & Ohio St,LaSalle St & Illinois St,Customer,,
5/22/2017 18:37,5/22/2017 18:48,667,Wilton Ave & Diversey Pkwy,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1991
3/17/2017 17:51,3/17/2017 18:00,525,Milwaukee Ave & Grand Ave,State St & Pearson St,Subscriber,Male,1989
5/28/2017 0:23,5/28/2017 0:32,559,Damen Ave & Cortland St,Clifton Ave & Armitage Ave,Subscriber,Female,1984
6/3/2017 9:56,6/3/2017 10:20,1399,Southport Ave & Wellington Ave,Greenview Ave & Fullerton Ave,Subscriber,Female,1986
1/12/2017 7:36,1/12/2017 7:40,283,Clinton St & Washington Blvd,LaSalle St & Jackson Blvd,Subscriber,Male,1983
6/17/2017 10:23,6/17/2017 10:35,760,Glenwood Ave & Morse Ave,Clark St & Schreiber Ave,Subscriber,Male,1971
3/31/2017 7:47,3/31/2017 7:55,504,Canal St & Madison St,Wabash Ave & Adams St,Subscriber,Male,1953
2/12/2017 15:45,2/12/2017 16:01,965,Halsted St & Diversey Pkwy,Damen Ave & Charleston St,Subscriber,Male,1965
1/23/2017 17:03,1/23/2017 17:07,280,Franklin St & Lake St,Kingsbury St & Erie St,Subscriber,Male,1989
5/23/2017 6:16,5/23/2017 6:39,1370,Broadway & Cornelia Ave,Clinton St & Jackson Blvd,Subscriber,Male,1987
5/22/2017 15:29,5/22/2017 15:58,1717,Fort Dearborn Dr & 31st St,Shedd Aquarium,Subscriber,Male,1989
3/21/2017 10:36,3/21/2017 10:54,1094,Michigan Ave & 18th St,Field Museum,Customer,,
3/23/2017 16:49,3/23/2017 17:07,1045,Wolcott Ave & Polk St,Dearborn St & Monroe St,Subscriber,Male,1973
4/17/2017 10:54,4/17/2017 11:09,884,Millennium Park,Michigan Ave & Oak St,Customer,,
1/24/2017 19:32,1/24/2017 19:44,693,Clinton St & Jackson Blvd,Wabash Ave & 16th St,Subscriber,Male,1981
4/30/2017 17:15,4/30/2017 17:18,217,Morgan St & Polk St,Racine Ave & Congress Pkwy,Subscriber,Female,1997
6/23/2017 16:06,6/23/2017 16:19,736,Larrabee St & Division St,Rush St & Superior St,Subscriber,Female,1987
2/20/2017 18:47,2/20/2017 19:07,1169,Racine Ave (May St) & Fulton St,Halsted St & Dickens Ave,Customer,,
6/25/2017 17:12,6/25/2017 17:23,643,Cityfront Plaza Dr & Pioneer Ct,McClurg Ct & Illinois St,Customer,,
5/15/2017 18:59,5/15/2017 19:14,906,Adler Planetarium,Streeter Dr & Grand Ave,Subscriber,Male,1986
6/8/2017 20:21,6/8/2017 20:24,138,Kimbark Ave & 53rd St,Ellis Ave & 53rd St,Subscriber,Female,1967
6/16/2017 9:31,6/16/2017 9:44,770,Calumet Ave & 21st St,Michigan Ave & Congress Pkwy,Subscriber,Female,1990
1/31/2017 16:35,1/31/2017 16:55,1229,Normal Ave & Archer Ave,State St & Van Buren St,Subscriber,Male,1993
5/13/2017 14:51,5/13/2017 15:06,934,Streeter Dr & Grand Ave,Theater on the Lake,Customer,,
1/28/2017 11:15,1/28/2017 11:25,558,Paulina Ave & North Ave,Halsted St & Blackhawk St (*),Subscriber,Female,1985
6/19/2017 20:41,6/19/2017 20:58,1039,Lake Shore Dr & North Blvd,Marshfield Ave & Cortland St,Subscriber,Male,1985
4/3/2017 17:28,4/3/2017 17:35,431,State St & Pearson St,Orleans St & Ohio St,Subscriber,Female,1991
6/21/2017 7:12,6/21/2017 7:35,1419,Wells St & Concord Ln,LaSalle St & Jackson Blvd,Subscriber,Female,1984
1/25/2017 8:41,1/25/2017 8:45,235,Sangamon St & Washington Blvd (*),Clinton St & Madison St,Subscriber,Male,1985
6/7/2017 17:38,6/7/2017 17:45,421,Michigan Ave & Washington St,Wacker Dr & Washington St,Subscriber,Male,1963
3/23/2017 13:21,3/23/2017 13:32,655,Dearborn St & Adams St,Rush St & Superior St,Subscriber,Female,1971
5/22/2017 6:45,5/22/2017 6:55,591,Campbell Ave & Montrose Ave,Damen Ave & Sunnyside Ave,Subscriber,Female,1973
4/15/2017 15:47,4/15/2017 16:04,991,Dearborn Pkwy & Delaware Pl,Halsted St & Wrightwood Ave,Customer,,
6/24/2017 16:48,6/24/2017 16:56,495,State St & Pearson St,McClurg Ct & Illinois St,Subscriber,Male,1984
5/19/2017 7:15,5/19/2017 7:21,336,Clinton St & Washington Blvd,Michigan Ave & Washington St,Subscriber,Male,1965
6/27/2017 16:10,6/27/2017 16:24,833,Marshfield Ave & Cortland St,Clark St & Armitage Ave,Customer,,
6/16/2017 17:17,6/16/2017 17:22,302,Racine Ave & Fullerton Ave,Ashland Ave & Wrightwood Ave,Subscriber,Female,1980
3/20/2017 8:28,3/20/2017 8:46,1082,Michigan Ave & 14th St,Stetson Ave & South Water St,Subscriber,Male,1973
6/25/2017 19:03,6/26/2017 8:16,47551,Lincoln Ave & Diversey Pkwy,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1985
6/5/2017 7:19,6/5/2017 7:24,333,Cannon Dr & Fullerton Ave,Clark St & Wrightwood Ave,Subscriber,Male,1982
4/27/2017 12:46,4/27/2017 12:54,471,Wells St & Huron St,Michigan Ave & Lake St,Subscriber,Male,1972
6/21/2017 20:06,6/21/2017 20:25,1116,Wabash Ave & Wacker Pl,Morgan St & Lake St,Customer,,
5/29/2017 9:47,5/29/2017 10:14,1631,Benson Ave & Church St,University Library (NU),Customer,,
1/15/2017 19:34,1/15/2017 19:41,437,Clinton St & Madison St,Racine Ave (May St) & Fulton St,Subscriber,Male,1978
6/22/2017 8:20,6/22/2017 8:43,1387,Michigan Ave & Oak St,Desplaines St & Jackson Blvd,Subscriber,Male,1985
2/7/2017 14:36,2/7/2017 14:41,344,Kingsbury St & Kinzie St,LaSalle St & Washington St,Subscriber,Male,1966
6/3/2017 0:18,6/3/2017 0:41,1341,Wabash Ave & Cermak Rd,Indiana Ave & 31st St,Customer,,
4/15/2017 12:38,4/15/2017 12:56,1076,Adler Planetarium,Dusable Harbor,Subscriber,Male,1958
1/26/2017 12:16,1/26/2017 12:31,918,Kedzie Ave & 21st St,Ogden Ave & Roosevelt Rd,Subscriber,Male,1949
5/21/2017 19:17,5/21/2017 19:22,273,Ashland Ave & Division St,Paulina Ave & North Ave,Subscriber,Male,1989
4/8/2017 18:39,4/8/2017 19:00,1226,Streeter Dr & Grand Ave,Dearborn Pkwy & Delaware Pl,Customer,,
6/6/2017 5:54,6/6/2017 5:59,298,McClurg Ct & Illinois St,State St & Kinzie St,Subscriber,Female,1971
3/29/2017 17:00,3/29/2017 17:04,250,Broadway & Wilson Ave,Sheridan Rd & Montrose Ave,Subscriber,Male,1993
2/6/2017 13:34,2/6/2017 13:41,423,Jefferson St & Monroe St,Racine Ave & Randolph St,Subscriber,Male,1973
5/22/2017 16:44,5/22/2017 16:48,237,Clark St & Randolph St,Clinton St & Washington Blvd,Subscriber,Male,1959
6/9/2017 17:03,6/9/2017 17:24,1246,Streeter Dr & Grand Ave,Michigan Ave & Lake St,Customer,,
5/16/2017 8:14,5/16/2017 8:28,837,Wabash Ave & 16th St,Daley Center Plaza,Subscriber,Male,1988
5/16/2017 12:48,5/16/2017 12:58,583,Larrabee St & Kingsbury St,Sangamon St & Washington Blvd (*),Subscriber,Male,1990
